Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q9_1,VD1_1,VD2_1,VD2_2,VD2_3,VD2_4,VD2_5,TA
21,Femenino,Educación Secundaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces a la semana,Nunca,Diariamente,Nunca,"Comparte contenido político (información, memes, opiniones, etc.)",1,,,,,,,
20,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al mes,Nunca,Algunas veces a la semana,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",7,,,,,,,
31,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Diariamente,Diariamente,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",10,,,,,,,Observadas
22,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Nunca,Nunca,Diariamente,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",5,,,,,,,
36,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Nunca,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",8,,,,,,,Observadas
66,Femenino,Educación Secundaria,"Zona 4: Ate-Vitarte, Chaclacayo, Cieneguilla, El Agustino, Lurigancho (Chosica), San Juan de Lurigancho y Santa Anita",Diariamente,Diariamente,Nunca,Algunas veces al año,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",5,,,,,,,
19,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces a la semana,Nunca,Algunas veces a la semana,Algunas veces al año,"Comparte contenido político (información, memes, opiniones, etc.)",5,,,,,,,
45,Femenino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Algunas veces al mes,Nunca,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",8,,,,,,,
,Masculino,Educación Primaria,"Zona 1: Ancón, Carabayllo, Comas, Independencia, Los Olivos, Puente Piedra, San Martín de Porres y Santa Rosa",Algunas veces a la semana,Diariamente,Diariamente,Diariamente,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.)",,,,,,,,Observadas
27,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al año,Algunas veces a la semana,Diariamente,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",8,,,,,,,Observadas
19,Femenino,Educación Superior Universitaria,"Zona 5: Chorrillos, Lurín, Pachacamac, Pucusana, Punta Hermosa, Punta Negra, San Bartolo, San Juan de Miraflores, Santa María del Mar, Villa el Salvador y Villa María del Triunfo",Nunca,Nunca,Nunca,Algunas veces a la semana,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",9,,,,,,,
19,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Nunca,Diariamente,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",10,,,,,,,
22,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Diariamente,Algunas veces al mes,Diariamente,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",10,,,,,,,Observadas
19,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al año,Nunca,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",5,,,,,,,Observadas
21,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Diariamente,Algunas veces al mes,Diariamente,Diariamente,"Crea contenido político (información, memes, opiniones, etc.)",,,,,,,,
34,Masculino,Educación Superior Universitaria,"Zona 4: Ate-Vitarte, Chaclacayo, Cieneguilla, El Agustino, Lurigancho (Chosica), San Juan de Lurigancho y Santa Anita",Nunca,Algunas veces al año,Algunas veces a la semana,Algunas veces al mes,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",6,2,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Observadas
34,Femenino,Maestría,"Zona 4: Ate-Vitarte, Chaclacayo, Cieneguilla, El Agustino, Lurigancho (Chosica), San Juan de Lurigancho y Santa Anita",Diariamente,Diariamente,Algunas veces a la semana,Diariamente,Nunca,"Comparte contenido político (información, memes, opiniones, etc.)",3,10,Ligeramente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,
18,Femenino,Educación Superior Universitaria,"Zona 4: Ate-Vitarte, Chaclacayo, Cieneguilla, El Agustino, Lurigancho (Chosica), San Juan de Lurigancho y Santa Anita",Algunas veces a la semana,Nunca,Algunas veces al mes,Algunas veces al año,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",4,4,Ligeramente de acuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,Totalmente de acuerdo,Ligeramente en desacuerdo,
51,Masculino,Educación Superior Universitaria,"Zona 1: Ancón, Carabayllo, Comas, Independencia, Los Olivos, Puente Piedra, San Martín de Porres y Santa Rosa",Diariamente,Algunas veces a la semana,Algunas veces al mes,Nunca,Algunas veces al año,"Recibe contenido político (información, memes, opiniones, etc.)",1,10,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,
22,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Algunas veces al mes,Nunca,Algunas veces al mes,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",2,7,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,
,,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Diariamente,Nunca,Nunca,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",1,,,,,,,Observadas
22,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al año,Algunas veces al mes,Algunas veces a la semana,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.)",7,,,,,,,
49,Femenino,Educación Secundaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Nunca,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",10,,,,,,,Observadas
78,Masculino,Educación Superior Universitaria,"Zona 6: Bellavista, Callao, Carmen de la Legua, La Perla, La Punta, Ventanilla y Mi Perú",Diariamente,,Diariamente,,,"Comparte contenido político (información, memes, opiniones, etc.)",10,,,,,,,
24,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Algunas veces a la semana,Algunas veces al mes,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",6,3,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,Observadas
41,Femenino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces al año,Nunca,Nunca,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",5,6,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Observadas
66,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Diariamente,Diariamente,Diariamente,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",8,3,Ligeramente de acuerdo,Ligeramente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,
23,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",10,,,,,,,
